.333333	.333333	.333333
.203784	.058379	.737837
.041275	.081357	.877368
.037548	.074006	.888446
.037802	.074506	.887692
.037776	.074453	.887771
.038624	.076121	.885255
.039686	.078212	.882102
.035613	.070183	.894204
.035423	.069807	.894770
.035413	.069786	.894801
.036671	.072262	.891067
.035064	.069094	.895843
.035847	.070636	.893517
.037906	.074692	.887402
.035384	.069720	.894896
.036075	.071082	.892843
.037531	.073949	.888521
.036982	.072865	.890154
.036533	.071979	.891489
.034214	.067410	.898375
.035136	.069226	.895638
.034168	.067318	.898514
.034166	.067312	.898522
.034164	.067307	.898528
.034161	.067300	.898539
.034159	.067294	.898547
.034156	.067287	.898558
.034153	.067281	.898565
.034151	.067276	.898573
.034149	.067272	.898579
.034147	.067267	.898586
.034145	.067261	.898594
.034143	.067255	.898602
.034140	.067249	.898611
.034139	.067246	.898615
.034138	.067244	.898618
.034135	.067237	.898629
.034133	.067232	.898635
.034131	.067227	.898642
.034129	.067222	.898649
.034127	.067218	.898654
.034125	.067212	.898663
.034122	.067205	.898673
.034120	.067201	.898679
.034118	.067197	.898685
.034117	.067193	.898690
.034115	.067188	.898697
.034113	.067184	.898703
.034111	.067180	.898708
.034109	.067176	.898715
.034108	.067171	.898721
.034105	.067166	.898729
.034103	.067160	.898736
.034101	.067156	.898742
.034101	.067154	.898745
.034099	.067150	.898751
.034098	.067148	.898754
.034096	.067144	.898759
.034094	.067139	.898767
.034093	.067135	.898772
.034092	.067133	.898776
.034090	.067129	.898781
.034089	.067126	.898786
.034086	.067119	.898794
.034085	.067117	.898798
.034083	.067112	.898805
.034081	.067107	.898812
.034079	.067102	.898819
.034078	.067100	.898822
.034077	.067097	.898827
.034076	.067095	.898828
.034075	.067093	.898832
.034073	.067089	.898838
.034072	.067085	.898843
.034070	.067082	.898848
.034069	.067078	.898853
.034068	.067076	.898856
.034067	.067073	.898860
.034066	.067071	.898862
.034065	.067069	.898866
.034062	.067062	.898875
.034060	.067058	.898882
.034058	.067052	.898890
.034057	.067049	.898894
.034055	.067044	.898901
.034053	.067040	.898907
.034052	.067036	.898913
.034050	.067031	.898919
.034048	.067028	.898924
.034046	.067022	.898932
.034043	.067016	.898941
.034042	.067013	.898945
.034041	.067010	.898950
.034039	.067007	.898954
.034038	.067004	.898958
.034037	.067001	.898962
.034036	.066998	.898967
.034034	.066994	.898972
.034032	.066990	.898978
.034032	.066988	.898980
.034031	.066986	.898984
.034029	.066982	.898989
.034029	.066981	.898991
.034027	.066977	.898996
.034026	.066974	.899001
.034024	.066971	.899005
.034022	.066965	.899013
.034021	.066962	.899018
.034020	.066959	.899021
.034017	.066953	.899030
.034015	.066947	.899038
.034013	.066944	.899042
.034012	.066941	.899047
.034011	.066938	.899052
.034009	.066932	.899059
.034008	.066931	.899062
.034005	.066924	.899071
.034004	.066922	.899074
.034003	.066919	.899079
.034002	.066917	.899081
.034000	.066912	.899088
.033999	.066910	.899090
.033999	.066909	.899092
.033997	.066904	.899099
.033997	.066904	.899100
.033995	.066900	.899105
.033994	.066898	.899107
.033994	.066898	.899107
.033994	.066896	.899110
.033993	.066894	.899113
.033992	.066893	.899114
.033992	.066892	.899116
.033991	.066890	.899119
.033990	.066888	.899122
.033989	.066886	.899125
.033988	.066884	.899128
.033987	.066881	.899132
.033986	.066879	.899134
.033986	.066878	.899136
.033985	.066877	.899138
.033985	.066876	.899139
.033984	.066874	.899142
.033984	.066873	.899144
.033983	.066871	.899146
.033982	.066869	.899149
.033981	.066866	.899153
.033980	.066862	.899158
.033978	.066858	.899164
.033978	.066858	.899165
.033977	.066856	.899167
.033976	.066853	.899172
.033975	.066851	.899175
.033972	.066844	.899184
.033971	.066842	.899188
.033970	.066839	.899192
.033969	.066837	.899194
.033967	.066833	.899200
.033965	.066827	.899208
.033964	.066825	.899210
.033964	.066824	.899212
.033963	.066823	.899214
.033962	.066820	.899218
.033961	.066818	.899220
.033961	.066817	.899223
.033959	.066813	.899228
.033958	.066810	.899232
.033955	.066803	.899241
.033953	.066799	.899248
.033952	.066796	.899252
.033952	.066795	.899253
.033951	.066793	.899256
.033949	.066789	.899262
.033948	.066787	.899265
.033947	.066784	.899268
.033946	.066781	.899273
.033945	.066778	.899277
.033944	.066777	.899279
.033943	.066774	.899283
.033942	.066773	.899285
.033942	.066771	.899287
.033941	.066769	.899290
.033940	.066767	.899293
.033939	.066765	.899295
.033938	.066763	.899299
.033938	.066761	.899301
.033937	.066760	.899303
.033936	.066758	.899305
.033935	.066756	.899309
.033934	.066754	.899312
.033933	.066751	.899315
.033932	.066747	.899321
.033931	.066745	.899325
.033930	.066742	.899328
.033929	.066740	.899331
.033928	.066738	.899334
.033927	.066736	.899336
.033926	.066735	.899339
.033926	.066734	.899340
.033926	.066733	.899341
.033926	.066733	.899341
.033924	.066728	.899348
.033923	.066726	.899351
.033922	.066724	.899353
.033921	.066722	.899357
.033921	.066720	.899359
.033919	.066717	.899363
.033918	.066715	.899367
.033917	.066711	.899372
.033916	.066709	.899375
.033915	.066706	.899379
.033913	.066703	.899384
