.333333	.333333	.333333
.081104	.241286	.677609
.078576	.232687	.688738
.075995	.224061	.699944
.082064	.241042	.676894
.076567	.224096	.699337
.046720	.527203	.426077
.045430	.513577	.440993
.045247	.512387	.442366
.044198	.501115	.454687
.045735	.519225	.435040
.043441	.493589	.462970
.043287	.492471	.464242
.042992	.489868	.467140
.042841	.488942	.468217
.044117	.503777	.452106
.044069	.503495	.452436
.043966	.502889	.453146
.043863	.502290	.453847
.043754	.501653	.454592
.043685	.501248	.455067
.043617	.500846	.455538
.043496	.500139	.456365
.043384	.499485	.457131
.043288	.498926	.457786
.043208	.498457	.458335
.043129	.497993	.458878
.043065	.497616	.459319
.043043	.497492	.459465
.042966	.497037	.459998
.042896	.496627	.460478
.042819	.496180	.461001
.042785	.495978	.461237
.042744	.495737	.461520
.042682	.495378	.461940
.042615	.494982	.462404
.042581	.494785	.462634
.042548	.494589	.462864
.042474	.494161	.463365
.042422	.493852	.463727
.042376	.493583	.464041
.042330	.493316	.464354
.042298	.493126	.464576
.042259	.492899	.464842
.042214	.492636	.465150
.042182	.492449	.465369
.042176	.492411	.465413
.042112	.492040	.465848
.042068	.491782	.466151
.042024	.491525	.466451
.041987	.491306	.466708
.041956	.491124	.466921
.041912	.490871	.467217
.041839	.490440	.467721
.041796	.490191	.468013
.041766	.490013	.468221
.041730	.489801	.468469
.041682	.489521	.468798
.041622	.489172	.469206
.041575	.488895	.469530
.041516	.488551	.469933
.041481	.488346	.470173
.041458	.488210	.470332
.041400	.487872	.470728
.041388	.487805	.470807
.041360	.487637	.471004
.041314	.487369	.471317
.041263	.487070	.471667
.041224	.486839	.471937
.041173	.486544	.472283
.041140	.486348	.472512
.041106	.486154	.472740
.041068	.485927	.473005
.041051	.485831	.473118
.041029	.485702	.473268
.040991	.485479	.473530
.040964	.485320	.473717
.040948	.485224	.473828
.040904	.484972	.474124
.040872	.484783	.474345
.040856	.484689	.474455
.040824	.484502	.474674
.040787	.484284	.474929
.040782	.484253	.474965
.040734	.483975	.475290
.040687	.483700	.475613
.040677	.483638	.475685
.040651	.483486	.475863
.040614	.483274	.476112
.040594	.483153	.476253
.040578	.483063	.476359
.040558	.482943	.476500
.040553	.482913	.476535
.040522	.482733	.476745
.040486	.482525	.476989
.040471	.482436	.477093
.040456	.482347	.477197
.040436	.482229	.477336
.040396	.481993	.477611
.040371	.481847	.477782
.040321	.481556	.478123
.040281	.481325	.478394
.040267	.481238	.478495
.040237	.481066	.478697
.040222	.480980	.478797
.040213	.480923	.478864
.040193	.480809	.478998
.040184	.480752	.479064
.040159	.480610	.479230
.040135	.480469	.479396
.040116	.480356	.479528
.040087	.480188	.479725
.040049	.479964	.479987
.040030	.479853	.480117
.039997	.479659	.480345
.039964	.479466	.480571
.039936	.479301	.480764
.039912	.479164	.480924
.039884	.479001	.481115
.039870	.478919	.481211
.039861	.478865	.481274
.039847	.478784	.481369
.039824	.478649	.481527
.039806	.478541	.481653
.039787	.478434	.481779
.039769	.478327	.481904
.039760	.478273	.481967
.039742	.478166	.482092
.039728	.478087	.482185
.039701	.477928	.482371
.039692	.477875	.482433
.039669	.477743	.482588
