.333333 .333333 .333333
.059548	.304450	.636001
.077087	.182002	.740910
.077303	.182446	.740252
.076405	.180271	.743325
.070952	.167362	.761686
.070114	.165338	.764548
.071765	.169194	.759042
.072504	.170894	.756602
.169864	.150805	.679331
.166932	.148097	.684971
.164428	.145787	.689785
.164647	.145894	.689459
.161909	.143390	.694702
.160964	.142452	.696585
.162142	.143362	.694496
.161054	.142292	.696654
.161122	.142252	.696625
.161175	.142222	.696603
.161238	.142185	.696577
.161332	.142130	.696538
.161406	.142087	.696507
.161448	.142063	.696490
.161516	.142023	.696461
.161563	.141996	.696442
.161605	.141971	.696424
.161641	.141950	.696409
.161673	.141932	.696396
.161704	.141913	.696383
.161746	.141889	.696365
.161792	.141862	.696346
.161808	.141853	.696339
.161881	.141810	.696309
.161933	.141780	.696287
.161975	.141756	.696270
.162001	.141740	.696259
.162037	.141719	.696244
.162094	.141686	.696220
.162130	.141665	.696205
.162172	.141641	.696187
.162203	.141622	.696174
.162260	.141589	.696151
.162302	.141565	.696133
.162353	.141535	.696112
.162364	.141529	.696107
.162384	.141517	.696099
.162431	.141490	.696079
.162482	.141460	.696058
.162524	.141436	.696041
.162544	.141424	.696032
.162555	.141418	.696028
.162575	.141406	.696019
.162606	.141388	.696006
.162658	.141357	.695985
.162689	.141339	.695972
.162730	.141315	.695955
.162776	.141288	.695935
.162817	.141265	.695918
.162838	.141253	.695909
.162864	.141238	.695899
.162900	.141217	.695884
.162941	.141193	.695867
.162982	.141169	.695850
.163023	.141145	.695832
.163043	.141133	.695824
.163069	.141118	.695813
.163100	.141100	.695800
.163125	.141085	.695790
.163176	.141055	.695768
.163212	.141034	.695753
.163238	.141020	.695743
.163274	.140999	.695728
.163320	.140972	.695709
.163355	.140951	.695694
.163401	.140924	.695674
.163417	.140915	.695668
.163457	.140892	.695651
.163503	.140865	.695632
.163518	.140856	.695626
.163544	.140841	.695615
.163554	.140835	.695611
.163600	.140809	.695592
.163630	.140791	.695579
.163651	.140779	.695570
.163661	.140773	.695566
