.022884	.046039	.931077
.206207	.035623	.758170
.203574	.035163	.761262
.207882	.035903	.756215
.200506	.034624	.764869
.198452	.034266	.767283
.193603	.033424	.772973
.193658	.033431	.772910
.197616	.034111	.768273
.203656	.035151	.761193
.193148	.033336	.773517
.189740	.032746	.777514
.191350	.033022	.775628
.194484	.033560	.771956
.187789	.032402	.779809
.186716	.032214	.781070
.187698	.032382	.779920
.190104	.032795	.777100
.189144	.032628	.778229
.187162	.032283	.780555
.187839	.032397	.779764
.189206	.032631	.778164
.189212	.032629	.778158
.189218	.032628	.778154
.186826	.032214	.780960
.186833	.032213	.780955
.186837	.032212	.780951
.186843	.032211	.780947
.186846	.032210	.780944
.186853	.032209	.780938
.186859	.032207	.780933
.186867	.032206	.780927
.186871	.032205	.780924
.186875	.032204	.780921
.186881	.032203	.780916
.186886	.032202	.780912
.186887	.032202	.780911
.186890	.032201	.780909
.186894	.032201	.780906
.186898	.032200	.780902
.186903	.032199	.780898
.186909	.032198	.780894
.186913	.032197	.780890
.186919	.032196	.780886
.186923	.032195	.780882
.186927	.032194	.780879
.186930	.032194	.780877
.186933	.032193	.780874
.186938	.032192	.780870
.186942	.032191	.780867
.186945	.032190	.780864
.186950	.032190	.780860
.186954	.032189	.780857
.186957	.032188	.780855
.186960	.032188	.780852
.186966	.032186	.780848
.186967	.032186	.780847
.186971	.032186	.780844
.186973	.032185	.780842
.186978	.032184	.780838
.186981	.032183	.780835
.186984	.032183	.780833
.186987	.032182	.780830
.186990	.032182	.780828
.186993	.032181	.780826
.186995	.032181	.780824
.186998	.032180	.780822
.187001	.032180	.780819
.187004	.032179	.780817
.187007	.032178	.780814
.187011	.032178	.780811
.187014	.032177	.780809
.187017	.032176	.780806
.187021	.032176	.780803
.187025	.032175	.780800
.187026	.032175	.780799
.187030	.032174	.780796
.187033	.032173	.780794
.187035	.032173	.780792
.187040	.032172	.780788
.187042	.032171	.780786
.187045	.032171	.780784
.187048	.032170	.780781
.187051	.032170	.780779
.187055	.032169	.780776
.187058	.032169	.780774
.187061	.032168	.780771
.187063	.032167	.780769
.187065	.032167	.780768
.187068	.032166	.780765
.187070	.032166	.780764
.187073	.032166	.780762
.187075	.032165	.780760
.187079	.032164	.780757
.187080	.032164	.780756
.187082	.032164	.780754
.187085	.032163	.780752
